Meeting,URL,code,Key,Topic
AI-powered data cloud: Unify databases and BigQuery,https://www.youtube.com/watch?v=bGlBratj1-E,BRK2-114,"本次演講主要介紹 Mercado Libre 如何運用 Spanner 和 BigQuery 來處理其龐大的數據量，並為開發者提供更好的平台。核心觀點包括：

*   Spanner 的運營簡便性，可自動擴展和縮減節點，無需人工干預。
*   Spanner 與 BigQuery 的整合，以及 Chain Streams 和 Dataflow 的使用，簡化了數據處理流程。
*   Furi 平台作為一個平台即服務（PaaS）解決方案，旨在簡化開發者的工作，讓他們可以專注於構建微服務、訓練機器學習模型和創建 AI 解決方案。","Data Analytics
"
AI-powered impact: Vertex AI for startups,https://www.youtube.com/watch?v=-xAsWh-zcoM,BRK1-102,"本次會議邀請了 Prompt AI、NoBroker.com 和 Resemble AI 三家公司的創辦人，分享他們如何利用 Google Cloud 的 Vertex AI 來構建解決方案，並探討了 Vertex AI 在新創公司中的應用、經驗和未來發展。核心觀點包括：

*   **Vertex AI 的可擴展性：** Vertex AI 提供了高度的可擴展性，能夠快速擴展運算資源，滿足新創公司快速成長的需求。
*   **Vertex AI 的多樣化模型：** Vertex AI 提供了多種預訓練模型，方便新創公司快速構建應用，同時也支持自定義模型的訓練和部署。
*   **Vertex AI 的整合性：** Vertex AI 與 Google Cloud 的其他服務高度整合，方便新創公司構建完整的解決方案。
*   **AI 代理的潛力：** AI 代理在自動化任務、改善客戶服務和提高生產力方面具有巨大潛力，新創公司應積極探索其應用。
*   **負責任的 AI：** 在生成式 AI 快速發展的背景下，確保 AI 的安全和負責任使用至關重要，需要技術和政策共同努力。","Vertex AI
"
AI-powered marketing: Google Cloud and startup secrets,https://www.youtube.com/watch?v=UxcAiPZbUdU,BRK1-100,"本次會議主要探討了AI如何驅動行銷，以及新創公司如何利用Google Cloud的資源和AI技術來提升競爭力。核心觀點包括：

*   AI在內容創作、優化和個性化方面的應用，可以顯著提高行銷效率和投資回報率。
*   生成式AI不僅僅是工作流程的附加元件，更應該整合到整個內容創作流程中，從而改變生產模式。
*   人類在迴圈中的角色至關重要，需要在追求完美和可擴展性之間找到平衡。
*   透過AI分析使用者行為，可以獲得洞察，進而優化行銷策略和內容。","Applied AI
"
AI-powered operations of the future,https://www.youtube.com/watch?v=RvjRIiyjQdg,BRK1-015,"本次會議主要探討了AI如何驅動製造業的未來營運，重點包括：

*   **AI對生產力曲線的巨大影響：** AI預計將帶來前所未有的生產力提升，尤其是在連接、洞察和創新方面。
*   **AI在製造業的價值：** AI有望釋放數千億美元的價值，主要來自生產力和吞吐量的提升，並大幅縮短創新週期。
*   **五大產業趨勢：** 包括GenAI的升級、GenAI代理、輔助搜尋、客戶體驗和安全。
*   **Google Cloud的願景：** 透過GenAI代理，在發明、製造和銷售三個支柱上提供解決方案，打破數據孤島，創建飛輪效應。
*   **工業5.0架構：** 將數據視為核心，透過智能代理實現業務目標，打破傳統OT/IT的界限。
*   **實際應用案例：** 展示了如何利用GenAI在產品生命週期的各個階段進行創新，從產品概念到最終銷售。
*   **Honeywell和Micron的經驗分享：** 介紹了他們如何將AI應用於產品工程、智能製造和內部流程優化。","Applied AI
"
"AI, cloud, and edge: Unlocking innovation for retail and manufacturing",https://www.youtube.com/watch?v=Vxiay5s0-1w,BRK2-140,"本次會議主要探討了 AI、雲端和邊緣運算如何推動零售和製造業的創新。核心觀點包括：

*   **邊緣運算的重要性：** 在網路不穩定或需要低延遲的環境下，邊緣運算至關重要，能確保應用程式的持續運作。
*   **Google Distributed Cloud (GDC) 的價值：** GDC 提供類似雲端的體驗，但在本地端運行，解決了網路連線問題，並提供合規性、工作負載隔離和可擴展性。
*   **AI 在零售和製造業的應用：** AI 可用於庫存管理、安全監控、自助結帳、店內分析等多個方面，提高效率和改善客戶體驗。
*   **合作夥伴生態系統：** Google 與 Toshiba、Standard AI、Ever seen 和 Intenseye 等合作夥伴合作，提供各種 AI 解決方案。
*   **標準化的重要性：** 標準化有助於加速部署、降低成本，並確保系統的未來適用性。","Applied AI
"
AppSheet: Accelerate AI adoption into the flow of work,https://www.youtube.com/watch?v=R0KeMD2bP6M,BRK1-084,AppSheet 是一個無需編碼的平台，旨在賦予業務使用者快速構建應用程式和自動化流程的能力，直接在業務資料之上進行。透過 Gemini AI 的整合，AppSheet 能夠自動提取和分類資訊，簡化工作流程，並與企業資料系統連接，使 AI 更容易導入工作流程。,"App Dev
"
Architecting the future: Spanner's multimodel power and technological foundation,https://www.youtube.com/watch?v=Xsz7m6TvXxM,BRK2-103,"本次會議主要介紹了 Spanner 的多模型能力，以及如何在 Gen.AI 時代利用 Spanner 提升應用程式的效能和功能。重點包括：

*   Spanner 從擴展資料庫演進為多模型平台。
*   Shopify 如何利用 Spanner 實現高度可擴展、彈性且全球分散的應用程式。
*   Spanner 的多模型能力（全文檢索、圖形、向量搜尋）如何結合，簡化架構和操作，同時充分釋放資料的潛力。
*   Palo Alto Networks 如何利用 Spanner 的多模型能力，在概念驗證中實現高效能的網路安全解決方案。
*   Spanner 在 Google 的 AI-ready 資料雲中的關鍵作用，以及它如何提供智慧、統一和開放的平台。","Databases
"
Architectural approaches for RAG infrastructure,https://www.youtube.com/watch?v=O80umwW01oc,BRK2-074,本次會議主要探討在 Google Cloud 上建構和部署 RAG（Retrieval-Augmented Generation，檢索增強生成）應用程式的不同架構方法。會議涵蓋了 RAG 的基本概念、設計決策、影響架構選擇的因素，並介紹了四種預先封裝的架構選項，最後以一個架構選項的演示作結。,"Applied AI
"
ASL Developer Keynote: You can just build things,https://www.youtube.com/watch?v=cNo1WGGnBkc,DEVKEY-ASL,,
ASL Opening Keynote: The new way to cloud,https://www.youtube.com/watch?v=zsis2u4WsWE,GENKEY-ASL,,
Automate data pipelines with AI agents in BigQuery,https://www.youtube.com/watch?v=60M7VelVCGM,BRK1-053,"本次會議主要探討如何利用 AI Agents 在 BigQuery 中自動化資料管線，解決傳統資料工程的痛點，並提升效率。核心觀點包括：

*   **AI Agents 的定義與應用：** AI Agents 能夠代表使用者追求目標、完成任務，並以主動的方式執行。在資料工程領域，AI Agents 將扮演輔助、半自主，甚至完全自主的角色。
*   **資料工程 Agents 的目標：** 專注於自動化資料管線的建構、管理與優化，減少資料工程團隊的人力負擔，並加速從原始資料到洞察的過程。
*   **解決資料工程的瓶頸：** 透過 AI Agents 簡化資料擷取、轉換、載入 (ETL) 流程，加速問題排除，並縮短從業務需求到實際應用的時間。
*   **Deloitte 的應用案例：** Deloitte 將利用 AI Agents 簡化資料遷移、資料管理等操作，為客戶提供更高效的服務。","Applied AI
"
Automate data pipelines with AI agents in BigQuery (Recap),https://www.youtube.com/watch?v=cypaAknVemI,BRK1-053-RC,,
Axion in action: Unlock price-performance and efficiency with Google Axion VMs,https://www.youtube.com/watch?v=medSOm7zQU0,BRK2-022,,
Axion in action: Unlock price-performance and efficiency with Google Axion VMs (Recap),https://www.youtube.com/watch?v=bZrBrvILoz0,BRK2-022-RC,,
Best practices for building a lakehouse on Google Cloud,https://www.youtube.com/watch?v=cgQvuEy-6ww,BRK2-179,,
Best practices for building a lakehouse on Google Cloud (Recap),https://www.youtube.com/watch?v=1OHTdcE1Xwg,BRK2-179-RC,,
Best practices for designing and deploying Cross-Cloud network security,https://www.youtube.com/watch?v=X0LQTHc1FOw,BRK3-043,本次會議主要探討了在設計和部署跨雲網路安全時的最佳實踐。講者們強調了雲安全威脅形勢的演變，包括大型語言模型（LLM）的雙面刃效應，以及合規性和資料外洩成本的日益增加。會議重點在於如何透過 Google Cloud 的網路安全產品組合，實現無縫整合、集中控制和全面強制的安全策略，以應對跨雲環境中的挑戰。此外，會議也分享了來自 Charles Schwab 和 DBS Bank 的客戶案例，展示了他們在雲網路安全方面的實踐經驗和學習心得。,"Security
"
Best practices for monitoring Vertex AI models,https://www.youtube.com/watch?v=2bBKMTM8lBE,BRK2-037,本次會議主要講解了監控 Vertex AI 模型以確保 AI 應用程式使用者獲得快速效能和成功工作流程的最佳實踐。重點涵蓋了監控的定義、Vertex AI 模型的範圍、實際場景演示、以及如何使用和客製化監控儀表板和警示。,"Vertex AI
"
Best practices from product-led growth at Google Cloud,https://www.youtube.com/watch?v=Y8rT1_G6aa8,BRK1-045,"本次演講主要探討 Google Cloud 如何透過產品主導增長 (Product-Led Growth, PLG) 策略，讓使用者更容易從產品中發現價值，進而帶動業務增長。核心觀點包括：

*   透過質化與量化數據結合，找出產品對客戶的關鍵價值點和阻礙使用者體驗的摩擦點。
*   建立平台組織，賦能各產品團隊自行實施 PLG，並提供最佳實踐、工具、建議和基準。
*   將使用者劃分為不同原型和角色，以便更快地進行投資和實驗，為使用者提供關鍵業務價值。
*   透過摩擦日誌 (Friction Logging) 模擬使用者體驗，找出產品體驗中的優缺點。
*   透過數據科學方法，找出能帶來高價值行動 (High Value Actions, HVAs)，並優化使用者旅程。
*   PLG 只是業務增長的眾多槓桿之一，可與其他行銷方式互補。","Applied AI
"
Bet on innovation and growth: Leaders who switched to Google Workspace,https://www.youtube.com/watch?v=ageJkRo0KQA,BRK1-086,"本次會議主要探討企業領導者轉向 Google Workspace 後，如何在創新和成長方面取得優勢。核心觀點包括：

*   **打破工作常規，擁抱持續變革：** 企業應不斷調整工作模式，利用新技術推動創新。
*   **文化與技術融合：** Google Workspace 不僅是工具，更是一種開放協作的文化。
*   **提升員工體驗：** Workspace 簡化工作流程，提高員工效率和滿意度。
*   **生成式 AI 的應用：** Gemini 等 AI 工具嵌入 Workspace，助力內容創作、資訊檢索和流程優化。
*   **安全與協作並重：** Workspace 提供雲原生安全保障，同時促進團隊協作。","Workspace
"
Beyond basic monitoring: AI-powered observability for Cloud SQL,https://www.youtube.com/watch?v=h2OZVNezEHQ,BRK2-106,"本次演講主要介紹了 Cloud SQL 中由 AI 驅動的可觀測性功能，旨在幫助開發者主動管理資料庫效能問題，即使他們不具備深厚的資料庫專業知識。核心觀點包括：

*   **AI 驅動的可觀測性：** 提供直觀的洞察和工具，幫助開發者排除效能問題。
*   **Cloud SQL 的優勢：** 作為一個全託管服務，Cloud SQL 降低了營運負擔和風險，讓開發者可以專注於創新。
*   **可觀測性的三大支柱：** 包含資料擷取、洞察分析和引導式疑難排解。","Databases
"
Beyond hype: How Google Distributed Cloud unlocks AI for regulated industries,https://www.youtube.com/watch?v=a03H3BxQzno,BRK2-139,本次會議主要探討 Google Distributed Cloud (GDC) 如何將生成式 AI 的強大功能帶到邊緣，讓資料在本地端進行處理，解決了合規性、資料落地性以及低延遲等問題。GDC 旨在彌合雲端創新與客戶資料本地化需求之間的差距，為客戶提供在安全、離線環境中部署和操作 AI 應用的能力。,"Applied AI
"
